name,team,adp,position,vorp,rk,adp_rk,edge,vorp_new,vorp_rost,vorp_meta,sched,avail,floor_p25,bust_sched,yrs,usable,floor_gap,adj_0.0,adj_0.25,adj_0.5,adj_1.0,final,value_final,view
Ty Johnson,BUF,167.0,RB,-2.0606176293333327,186,192,6,-3.220954115320888,2.003459770789199,1.2711698717948723,54.0,0.796,0.0,0.8518518518518519,7.0,True,-6.1499999999999995,1.2711698717948725,-0.2663301282051273,-1.8038301282051272,-4.878830128205127,0.6561698717948723,7.481169871794872,8.881784197001252e-16
Jordan James,SF,166.3,RB,-2.0606176293333327,187,190,3,-3.220954115320888,2.003459770789199,1.2711698717948723,,,,,,,0.0,1.2711698717948725,1.2711698717948725,1.2711698717948725,1.2711698717948725,1.2711698717948723,7.481169871794872,8.881784197001252e-16
Demond Claiborne,MIN,168.4,RB,-2.0606176293333327,188,194,6,-3.220954115320888,2.003459770789199,1.2711698717948723,,,,,,,0.0,1.2711698717948725,1.2711698717948725,1.2711698717948725,1.2711698717948725,1.2711698717948723,7.481169871794872,8.881784197001252e-16
Samaje Perine,CIN,165.1,RB,-2.0606176293333327,189,188,-1,-3.220954115320888,2.003459770789199,1.2711698717948723,54.0,0.907,2.525,0.7962962962962963,9.0,True,-3.625,1.2711698717948725,0.3649198717948726,-0.5413301282051273,-2.353830128205127,0.9086698717948722,7.481169871794872,8.881784197001252e-16
Kimani Vidal,LAC,172.2,RB,-2.0606176293333327,190,197,7,-3.220954115320888,2.003459770789199,1.2711698717948723,36.0,0.611,0.0,0.8333333333333334,2.0,True,-6.1499999999999995,1.2711698717948725,-0.2663301282051273,-1.8038301282051272,-4.878830128205127,0.6561698717948723,7.481169871794872,8.881784197001252e-16
Emmett Johnson,KC,174.2,RB,-2.0606176293333327,191,199,8,-3.220954115320888,2.003459770789199,1.2711698717948723,,,,,,,0.0,1.2711698717948725,1.2711698717948725,1.2711698717948725,1.2711698717948725,1.2711698717948723,7.481169871794872,8.881784197001252e-16
Brian Robinson Jr.,ATL,164.9,RB,-2.0606176293333327,192,186,-6,-3.220954115320888,2.003459770789199,1.2711698717948723,54.0,0.852,2.1,0.5185185185185185,4.0,True,-4.049999999999999,1.2711698717948725,0.2586698717948728,-0.753830128205127,-2.778830128205126,0.8661698717948724,7.481169871794872,8.881784197001252e-16
Germie Bernard,PIT,164.9,WR,-2.18300260557586,193,186,-7,-1.983228501731526,0.8398599827700695,1.735833333333333,,,,,,,0.0,1.735833333333333,1.735833333333333,1.735833333333333,1.735833333333333,1.735833333333333,8.115833333333333,0.0
Cyrus Allen,KC,166.3,WR,-2.18300260557586,194,190,-4,-1.983228501731526,0.8398599827700695,1.735833333333333,,,,,,,0.0,1.735833333333333,1.735833333333333,1.735833333333333,1.735833333333333,1.735833333333333,8.115833333333333,0.0
Darnell Mooney,NYG,178.5,WR,-2.5614331829350085,195,203,8,-2.361659079090675,0.4614294054109207,1.3574027559741841,54.0,0.833,2.2,0.7037037037037037,6.0,True,-2.4624999999999995,1.357402755974184,0.741777755974184,0.1261527559741841,-1.1050972440258156,1.1111527559741843,7.737402755974184,-8.881784197001252e-16
Tyquan Thornton,KC,178.9,WR,-2.5614331829350085,196,204,8,-2.361659079090675,0.4614294054109207,1.3574027559741841,54.0,0.463,0.0,0.925925925925926,4.0,True,-4.6625,1.357402755974184,0.191777755974184,-0.973847244025816,-3.3050972440258155,0.8911527559741841,7.737402755974184,-8.881784197001252e-16
Dontayvion Wicks,PHI,174.3,WR,-2.5614331829350085,197,200,3,-2.361659079090675,0.4614294054109207,1.3574027559741841,54.0,0.833,0.0,0.7037037037037037,3.0,True,-4.6625,1.357402755974184,0.191777755974184,-0.973847244025816,-3.3050972440258155,0.8911527559741841,7.737402755974184,-8.881784197001252e-16
Christian Kirk,SF,178.4,WR,-2.5614331829350085,198,202,4,-2.361659079090675,0.4614294054109207,1.3574027559741841,54.0,0.574,0.0,0.7407407407407407,8.0,True,-4.6625,1.357402755974184,0.191777755974184,-0.973847244025816,-3.3050972440258155,0.8911527559741841,7.737402755974184,-8.881784197001252e-16
Ryan Flournoy,DAL,176.7,WR,-2.5614331829350085,199,201,2,-2.361659079090675,0.4614294054109207,1.3574027559741841,36.0,0.667,0.0,0.8333333333333334,2.0,True,-4.6625,1.357402755974184,0.191777755974184,-0.973847244025816,-3.3050972440258155,0.8911527559741841,7.737402755974184,-8.881784197001252e-16
Zachariah Branch,ATL,172.5,WR,-2.5614331829350085,200,198,-2,-2.361659079090675,0.4614294054109207,1.3574027559741841,,,,,,,0.0,1.357402755974184,1.357402755974184,1.357402755974184,1.357402755974184,1.3574027559741841,7.737402755974184,-8.881784197001252e-16
Kayshon Boutte,NE,169.6,WR,-2.5614331829350085,201,196,-5,-2.361659079090675,0.4614294054109207,1.3574027559741841,54.0,0.593,0.0,0.7962962962962963,3.0,True,-4.6625,1.357402755974184,0.191777755974184,-0.973847244025816,-3.3050972440258155,0.8911527559741841,7.737402755974184,-8.881784197001252e-16
Omar Cooper Jr.,NYJ,168.2,WR,-2.5614331829350085,202,193,-9,-2.361659079090675,0.4614294054109207,1.3574027559741841,,,,,,,0.0,1.357402755974184,1.357402755974184,1.357402755974184,1.357402755974184,1.3574027559741841,7.737402755974184,-8.881784197001252e-16
Tory Horton,SEA,169.3,WR,-2.5614331829350085,203,195,-8,-2.361659079090675,0.4614294054109207,1.3574027559741841,18.0,,,,1.0,False,0.0,1.357402755974184,1.357402755974184,1.357402755974184,1.357402755974184,1.3574027559741841,7.737402755974184,-8.881784197001252e-16
Chig Okonkwo,,164.8,TE,-3.0576382608998705,204,185,-19,-3.483196163225453,-2.1363984909224527,-2.1182893568572165,54.0,0.926,3.525,0.6666666666666666,4.0,True,-3.5000000000000004,-2.1182893568572165,-2.9932893568572165,-3.868289356857217,-5.6182893568572165,-2.4682893568572166,5.751710643142784,
