year,name,gsis_id,adp,adp_rank,rookie_season,exp,games,ppg,tier,in_fit,m_ols,m_iso,resid_iso,resid_ols,m_hat,tau2,sig2,mu_hat,n_eff,share,th_inc,th_lam50,th_lam25,th_lam00
2015,Antonio Brown,00-0027793,2.5,1,2010,5,16,24.3875,vet,True,20.171135953321546,20.135833333333338,4.251666666666665,4.2163640466784535,19.637322680748838,10.08251780825076,43.03219153227476,24.30625,1.0,1.0,20.523603400840464,20.523603400840464,20.523603400840464,20.523603400840464
2015,Julio Jones,00-0027944,6.2,2,2011,4,16,23.06875,vet,True,18.125496033900415,18.25394794129773,4.81480205870227,4.9432539660995864,17.064472903762,10.08251780825076,43.03219153227476,19.826666666666664,1.0,1.0,17.588807276483053,17.588807276483053,17.588807276483053,17.588807276483053
2015,Dez Bryant,00-0027902,7.6,3,2010,5,9,9.9,vet,True,17.66693701925947,18.00710576923077,-8.10710576923077,-7.766937019259473,17.054877553918406,10.08251780825076,43.03219153227476,19.75,1.0,0.9375,17.566480091057795,17.553450064798735,17.546876560212215,17.540263593134732
2015,Demaryius Thomas,00-0027874,9.1,4,2010,5,16,16.7125,vet,True,17.26124497039877,18.00710576923077,-1.2946057692307704,-0.5487449703987721,17.054877553918406,10.08251780825076,43.03219153227476,21.30625,1.0,1.0,17.861895777859235,17.861895777859235,17.861895777859235,17.861895777859235
2015,Odell Beckham Jr.,00-0031235,11.4,5,2014,1,15,21.28666666666667,soph,True,16.753721721936067,16.94065359477124,4.3460130718954275,4.532944944730602,16.03102337677672,6.957265089440239,39.27178074071456,24.75,1.0,1.0,17.343190448086435,17.343190448086435,17.343190448086435,17.343190448086435
2015,Calvin Johnson,00-0025389,13.1,6,2007,8,15,17.233333333333334,vet,True,16.440659275264785,16.281429738562093,0.9519035947712418,0.792674058068549,16.03102337677672,10.08251780825076,43.03219153227476,18.75,1.0,1.0,16.547154041224314,16.547154041224314,16.547154041224314,16.547154041224314
2015,Randall Cobb,00-0028002,15.9,7,2011,4,16,12.68125,vet,True,16.004379848059898,16.174372178623514,-3.493122178623514,-3.3231298480598976,16.03102337677672,10.08251780825076,43.03219153227476,18.4625,1.0,1.0,16.492579255710794,16.492579255710794,16.492579255710794,16.492579255710794
2015,A.J. Green,00-0027942,16.7,8,2011,4,16,17.10625,vet,True,15.893816985622053,16.174372178623514,0.9318778213764852,1.2124330143779467,16.03102337677672,10.08251780825076,43.03219153227476,17.108333333333334,1.0,1.0,16.235524106552916,16.235524106552916,16.235524106552916,16.235524106552916
2015,Brandin Cooks,00-0031236,20.6,9,2014,1,16,15.85,soph,True,15.421106079935894,15.309814510824571,0.5401854891754265,0.4288939200641053,15.298547452250265,6.957265089440239,39.27178074071456,13.930000000000001,1.0,1.0,15.092587168151725,15.092587168151725,15.092587168151725,15.092587168151725
2015,T.Y. Hilton,00-0029608,22.8,10,2012,3,16,13.2125,vet,True,15.192569859726834,15.179405480140774,-1.966905480140774,-1.980069859726834,15.298547452250265,10.08251780825076,43.03219153227476,17.233333333333334,1.0,0.9333333333333333,15.66581884172746,15.65583721712567,15.65079858179127,15.645727655795477
2015,Jordan Matthews,00-0031299,24.4,11,2014,1,16,14.41875,soph,True,15.039815328591631,15.179405480140774,-0.760655480140775,-0.6210653285916319,15.298547452250265,6.957265089440239,39.27178074071456,13.479999999999999,1.0,0.4666666666666667,15.024864176382643,15.089455057330989,15.12381915515076,15.15968271077878
2015,Alshon Jeffery,00-0029137,26.1,12,2012,3,9,17.633333333333333,vet,True,14.888120295634485,15.179405480140774,2.4539278531925586,2.74521303769885,15.200596444529614,10.08251780825076,43.03219153227476,16.35,1.0,0.9375,15.41878236629752,15.413225379997394,15.410421941676944,15.407601673572941
2015,DeAndre Hopkins,00-0030564,28.7,13,2013,2,16,20.69375,vet,True,14.67424103847541,14.888359769943484,5.805390230056515,6.019508961524588,14.213500732407576,10.08251780825076,43.03219153227476,14.4375,1.0,0.6875,14.256021469743374,14.250474246715658,14.247571490673202,14.244577208935766
2015,Mike Evans,00-0031408,30.0,14,2014,1,15,14.173333333333336,soph,True,14.57446506937044,14.888359769943484,-0.7150264366101471,-0.4011317360371045,14.213500732407576,6.957265089440239,39.27178074071456,16.34,1.0,0.7333333333333333,14.533529382176736,14.49653834862331,14.477468857174408,14.458000717329497
